comment_id,comment_text,language,source_page,emotion,intent,response_tone,notes
217,Apo ami WhatsApp e knock ditechi,romanized,anayas_collection,GP,SUP,FRI,product appreciation
218,শিফন হবে??,bengali,anayas_collection,NEU,QUE,PRO,wrong or disappointing product received
219,Cotton এর কাজ করা জামা দেখান,bengali,anayas_collection,NEU,QUE,PRO,product or service query
220,Size বলে দিয়েন,bengali,anayas_collection,NEU,QUE,PRO,product appreciation
221,আপু আপনার কথাগুলো যেমন সুন্দর আপনি তার থেকে আরো অনেক বেশি সুন্দর,bengali,anayas_collection,GP,SUP,FRI,product or service query
222,আমাকে ফ্রি তে দেন আপু,bengali,anayas_collection,SAR,COM,PRO,product appreciation
223,আমি ফ্রি নিতে চাই,bengali,anayas_collection,NEU,COM,PRO,product or service query
224,আপু ১০০০ টাকা নিচে আছে,bengali,anayas_collection,NEU,QUE,PRO,product appreciation
225,আমি কিনবো আপনার বাসা কোথায়,bengali,anayas_collection,NEU,QUE,PRO,product or service query
226,ছোট আপু প্রিমিয়াম কটনের একটা ড্রেস নিতে চাই,bengali,anayas_collection,NEU,QUE,PRO,product appreciation
227,Amar anayar dress pochondho hoyeche,romanized,anayas_collection,GP,SUP,FRI,product or service query
228,aktu classy aktu sundor akdom topnotch collection,romanized,anayas_collection,GP,SUP,FRI,product appreciation
229,So beautiful so elegant looking like a wow,english,anayas_collection,GP,SUP,FRI,product or service query
230,Excellent collection,english,anayas_collection,GP,SUP,FRI,product appreciation
231,Good collection,english,anayas_collection,GP,SUP,FRI,product or service query
232,Nice collection,english,anayas_collection,GP,SUP,FRI,product appreciation
233,Cricket is a gentleman game..But we are Bangladeshi,english,bangladesh_cricket,SAR,TRO,IGN,Cricket gentleman game but we are Bangladeshi
234,এখানে ইন্টারন্যাশনাল ম্যাচ চলতেছে এখানে ইমুশন দেকিয়ে লাভ নাই এটা ক্রিকেটের রোলস এর ভিতরে পড়ে আবেগ দেকিয়ে লাভ নেই এটা ক্রিকেট,bengali,bangladesh_cricket,CON,CRI,PRO,cricket rules no need for emotion
235,And they say's we are brother's,english,bangladesh_cricket,SAR,TRO,IGN,sarcasm about brotherhood
236,That was brilliant run out? Seriously,english,bangladesh_cricket,SAR,TRO,IGN,sarcastic about runout
237,মেহেদির মতো টোকাই যখন ক্রিকেটার হয়! তাও যদি এই ম্যাচ ওয়ার্ল্ডকাপের মতো টুর্নামেন্টের সেমিফাইনাল কিংবা ফাইনাল হতো মেনে নেয়া যেতো!,bengali,bangladesh_cricket,ANG,CRI,IGN,criticism only acceptable in big tournament
238,পাকিস্তানের প্লেয়ারের চাইতে একটা দর্শক ক্রিকেট খেলার নিয়ম সম্বন্ধে ভালো জানে,bengali,bangladesh_cricket,SAR,TRO,IGN,audience knows rules better than players
239,That is real bengali,english,bangladesh_cricket,GP,SUP,FRI,calling it real Bengali spirit
240,Kisu abal ekhn abeg dekhabe! Oitah leagl out ei hoise eikhane emotion er kisu nai.,romanized,bangladesh_cricket,ANG,TRO,IGN,legal out no need for emotion
241,It's just a brotherly love shown by Bangladesh to Pakistan,english,bangladesh_cricket,SAR,TRO,IGN,sarcastic brotherhood comment
242,আবেগ দিয়ে ক্রিকেট চলে নাহ মিরাজ ঠিক কাজই করছে,bengali,bangladesh_cricket,CON,CRI,PRO,emotion not needed in cricket
243,ছোটলোক যখন ক্রিকেটার,bengali,bangladesh_cricket,ANG,CRI,IGN,angry insult low class player
244,Bangladesh doing bangladesh things,english,bangladesh_cricket,SAR,TRO,IGN,Bangladesh doing Bangladesh things
245,এটা অভদ্রতার দৃষ্টিতে দেখার কিছু নয়। এটা মস্তিষ্কের সঠিক ব্যবহার!,bengali,bangladesh_cricket,GP,SUP,FRI,defends not rudeness smart play
246,"Never trust these snakes. But paijaan, we are brothers",english,bangladesh_cricket,SAR,TRO,IGN,never trust these snakes sarcastic
247,Dogs will be dogs and dogs will appreciate them,english,bangladesh_cricket,ANG,TRO,IGN,dogs will be dogs
248,Big Achievement for Bangladesh they got sir Brain Symonds Ali Agha out,english,bangladesh_cricket,SAR,TRO,IGN,sarcastic achievement
249,No need to wonder. This is real Bangladesh cricket,english,bangladesh_cricket,SAR,TRO,IGN,this is real Bangladesh cricket
250,Salman thought it was a brotherhood charity match well played Mehdi,english,bangladesh_cricket,SAR,TRO,IGN,Salman thought charity match
251,Two cunning brothers playing a cunning cricket match,english,bangladesh_cricket,SAR,TRO,IGN,two cunning brothers
252,When all Pakistan was praising Bangladesh and criticizing their own team Miraz came up with a Shakibish idea of sportsmanship spirit.,english,bangladesh_cricket,SAR,TRO,IGN,sarcastic about sportsmanship
253,আরো ডাক বাংলাদেশরে brother from another mother,mixed,bangladesh_cricket,ANG,TRO,IGN,brother from another mother
254,Habit of Rikshaw pullers,english,bangladesh_cricket,ANG,TRO,IGN,habit of rickshaw pullers insult
255,Normal day in Bangaladesh,english,bangladesh_cricket,SAR,TRO,IGN,normal day in Bangladesh
256,দুইটাই জোকার টিম,bengali,bangladesh_cricket,SAR,TRO,IGN,both are joker teams
257,Salman be like - erom vabe keu out kore,romanized,bangladesh_cricket,SAR,TRO,IGN,Salman reaction sarcasm
258,ব্যাপার নাহ পাক-বিডি ভাই-ভাই,bengali,bangladesh_cricket,SAR,TRO,IGN,no problem pak-BD brothers
259,Real sportsmanship bhaichara on top,mixed,bangladesh_cricket,SAR,TRO,IGN,sarcastic bhaichara
260,ভাই দাদার সম্পর্কে এই রকম হয়,bengali,bangladesh_cricket,SAR,TRO,IGN,brothers behave like this
261,নো ডাউট ভাই ভাইরে ফোন মারে,bengali,bangladesh_cricket,SAR,TRO,IGN,no doubt brothers call each other
262,এটা কিভাবে ব্রিলিয়ান্ট হয়,bengali,bangladesh_cricket,NEU,QUE,PRO,how is this brilliant
263,Brothers are separated after only second match,english,bangladesh_cricket,SAR,TRO,IGN,brothers separated after 2nd match
264,Joke of the year,english,bangladesh_cricket,SAR,TRO,IGN,joke of the year
265,Changladeshi is showing his original face,english,bangladesh_cricket,ANG,TRO,IGN,Changladeshi showing original face
266,Gentleman game no Mentalman game yes,english,bangladesh_cricket,SAR,TRO,IGN,gentleman game vs mentalman game
267,Shakib er choto vai bole kotha,romanized,bangladesh_cricket,SAR,TRO,IGN,Shakib er choto vai
268,And they say's we're brothers.,english,bangladesh_cricket,SAR,TRO,IGN,sarcastic brothers
269,This is Real Bangali brilliant run out?,english,bangladesh_cricket,SAR,TRO,IGN,real Bangali brilliant runout
270,Brotherhood of East and West Pakistan at its peak,english,bangladesh_cricket,SAR,TRO,IGN,brotherhood of East-West Pakistan
271,Excellent Runout by Mehidy Hasan Miraz. It's not about sportsmanship; it's about winning and losing. He is playing for his country.,english,bangladesh_cricket,GP,SUP,FRI,defends playing for country not sportsmanship
272,পাকনামি করে আউট হবে আবার এখানে স্পোর্টসম্যানসিপ স্পিরিট দেখাতে আসছে।,bengali,bangladesh_cricket,ANG,CRI,PRO,angry Pakistan also played dirty in WC
273,Pakistani team was doing drama in t20 world cup for bangladesh,english,bangladesh_cricket,GN,CRI,PRO,Pakistan drama in T20 WC
274,মনে প্রানে ইন্ডিয়া ধারন করে তার প্রমান দিলো,bengali,bangladesh_cricket,SAR,TRO,IGN,sarcastic India supporter proof
275,এখানে যদি বাংলাদেশ ব্যাটিং করতো তাহলে আমরা কি বলতাম?,bengali,bangladesh_cricket,CON,QUE,PRO,what would we say if BD was batting
276,বাচ্চাদের মতো আচরণ করলো,bengali,bangladesh_cricket,GN,CRI,PRO,behaved like children
277,And they criticized Ashwin,english,bangladesh_cricket,SAR,TRO,IGN,and they criticized Ashwin
278,Miraz did the right thing. Salman should have stayed defensive for the team.,english,bangladesh_cricket,GP,SUP,FRI,defends Miraz right Salman should defensive
279,ছেলেগুলো এতদিন ধরে ক্রিকেট খেলে। বাট পাড়ার ক্রিকেটের নেশা এখনো গেলো না।,bengali,bangladesh_cricket,SAR,TRO,IGN,players still have gully cricket habit
280,আগা মনে হয় বাংলাদেশের পক্ষে ১২ তম প্লেয়ার হিসেবে ফিল্ডিং ও করছিলো,bengali,bangladesh_cricket,SAR,TRO,IGN,Agha fielding for Bangladesh sarcasm
281,They are brother on social media only,english,bangladesh_cricket,SAR,TRO,IGN,brothers on social media only
282,Sportsmanship boilaw akta jinish ase vai!! It was really bad by miraz! Really bad!,mixed,bangladesh_cricket,GN,CRI,PRO,sportsmanship is a thing really bad by Miraz
283,Toiletdest always toiletdesh,english,bangladesh_cricket,ANG,TRO,IGN,Toiletdesh insult
284,ভিখিরি বনাম চোরের লড়াই!,bengali,bangladesh_cricket,SAR,TRO,IGN,beggars vs thieves fight
285,আবেগ তারা বিশ্বকাপে দেখাইনি আমাদের কে নিয়ে আমরা দেখাতে যাবো কোন দুঃখে ঠিক কাজ করছে,bengali,bangladesh_cricket,CON,CRI,PRO,emotion shown in WC no why show here
286,ভাই আবেগ দিয়ে ক্রিকেট খেলা চলে না বিবেক দিয়ে খেলতে হয়,bengali,bangladesh_cricket,CON,CRI,PRO,cricket needs logic not emotion
287,গলির ক্রিকেটাররা যখন ইন্টারন্যাশনাল ম্যাচ খেলতে আসে!,bengali,bangladesh_cricket,SAR,TRO,IGN,gully cricketers in international match
288,Joker vs Joker ar spirit of the game atai expect kora jai,romanized,bangladesh_cricket,SAR,TRO,IGN,joker vs joker spirit of game
289,This happenes when Gaddar faith on Gaddar,english,bangladesh_cricket,SAR,TRO,IGN,gaddar faith on gaddar
290,২ বলদের মাঝে সালমান ভাই ফার্স্ট হইসে,bengali,bangladesh_cricket,SAR,TRO,IGN,Salman first among two fools
291,ভাইয়ে ভাইয়ে ওরকম একটু আধটু চলে,bengali,bangladesh_cricket,NEU,CRI,PRO,brothers behave like this
292,ক্রিকেট খেলা ইমোশন দিয়ে চলে না এটা ক্রিকেট,bengali,bangladesh_cricket,CON,CRI,PRO,cricket runs on logic not emotion
293,এটা বাংলাদেশেই সম্ভব,bengali,bangladesh_cricket,SAR,TRO,IGN,only possible in Bangladesh
294,Bangladeshi Players playing gully cricket with Pakistani Players,english,bangladesh_cricket,SAR,TRO,IGN,Bangladeshi playing gully cricket
295,A big thing to the spirit of the Game Bangladesh,english,bangladesh_cricket,CON,CRI,PRO,big thing for spirit of game
296,Feeding a cobra with milk never stops it from biting.,english,bangladesh_cricket,SAR,TRO,IGN,feeding cobra will not stop biting
297,Unemployment rate in Bangladesh at its peak,english,bangladesh_cricket,SAR,TRO,IGN,unemployment rate at peak sarcasm
298,এলাকার খেলা হইলে এতক্ষনে ফাটাফাটি হয়ে যেতো,bengali,bangladesh_cricket,SAR,TRO,IGN,area cricket would have broken out
299,এইটা মহল্লার ক্রিকেটেও করে না মিরাজ একটা বিশ্রী খেলোয়াড়।,bengali,bangladesh_cricket,GN,CRI,PRO,Miraz horrible player mohalla cricket
300,When traitor meets traitor,english,bangladesh_cricket,SAR,TRO,IGN,when traitor meets traitor
301,ফাতরামীর পরিচয় দিলো বাংলাদেশ টিম,bengali,bangladesh_cricket,ANG,CRI,PRO,fatramira Bangladesh team disgrace
302,খেলে জিততে পারে না বাটপারি করে জেতার চেষ্টা মিরাজের,bengali,bangladesh_cricket,ANG,CRI,PRO,cheating to win Miraz
303,গরীবের পোলাপান যখন ইংল্যান্ড এর মতো রাজাদের ক্রিকেট খেলে তখনি এমনি হবে,bengali,bangladesh_cricket,SAR,TRO,IGN,poor kids playing England cricket
304,Sportsman Spirit.. wow.. Bangali's repeating 1971 incident,english,bangladesh_cricket,SAR,TRO,IGN,repeating 1971 sarcasm
305,Bangali show is original image,english,bangladesh_cricket,SAR,TRO,IGN,showing original image
306,ছোটলোক!,bengali,bangladesh_cricket,ANG,CRI,IGN,chhotolok insult
307,kheli jitte na parle to emon kaistami korte hobe,romanized,bangladesh_cricket,SAR,TRO,IGN,cannot win so cheats
308,Miraz be like: যার জন্য করলাম চুরি সে ই বলে চোর।,mixed,bangladesh_cricket,SAR,TRO,IGN,Sakib er bhai bole kotha
309,Cricket rules run out right. Gentleman game not out.,english,bangladesh_cricket,SAR,TRO,IGN,cricket rules run out right gentleman not out
310,Sakib er bhai bole kota,romanized,bangladesh_cricket,SAR,TRO,IGN,no world cup trophy sarcasm
311,That's why he have not a world cup trophy,english,bangladesh_cricket,SAR,TRO,IGN,thanks for making pajeets happy
312,Thanks miraz for making pajeets happy,english,bangladesh_cricket,SAR,TRO,IGN,Bangladesh unsportsmanlike observation
313,Compared with many other cricket-playing nations Bangladesh sometimes approaches the game in an unsportsmanlike manner lacking discipline traditionally associated with cricket.,english,bangladesh_cricket,SAR,TRO,IGN,ice cream cup winners
314,Ice cream cup winners cannot do more than that,english,bangladesh_cricket,SAR,TRO,IGN,snake is always a snake
315,এটাকে বলে জোকার আউট,bengali,bangladesh_cricket,SAR,TRO,IGN,I watch Pakistan for comedy
316,বাঙালি বিনোদন দিতে ভালো পারে,bengali,bangladesh_cricket,ANG,TRO,IGN,nigrami stopped himself and got runout
317,Joker miraz,english,bangladesh_cricket,ANG,TRO,IGN,nigrami romanized
318,Thats why we say A Snake is always a snake,english,bangladesh_cricket,ANG,TRO,IGN,Miraz joker
319,I watch Pakistan Matches for Comedy!! How on earth Salman tried to pick the ball??,english,bangladesh_cricket,SAR,TRO,IGN,snake always snake
320,Cricket er name nigrami eta. Nije pa diye atkalo. And atke diye runout jaghonno.,romanized,bangladesh_cricket,SAR,TRO,IGN,Pakistan match for comedy
321,আমি নিছি,bengali,samsung,GP,SUP,FRI,bought it
322,"আমি এক চেঞ্জ করতে চাচ্ছি এই পোনের সাথে, আমার টা Samsung M14 5g",bengali,samsung,CON,CRI,PRO,wants to exchange with M14
323,Al Sahaf abr neya ne 🙃,romanized,samsung,SAR,TRO,IGN,Al Sahaf abr neya ne sarcastic
324,"অস্থির লুক,আলহামদুলিল্লাহ খুব ভালো সার্ভিস পাচ্ছি",bengali,samsung,GP,SUP,FRI,very good service alhamdulillah
325,"a71 5 years using,,,,now still it❤️",english,samsung,GP,SUP,FRI,a71 5 years still using
326,Samsung always king ❤️,english,samsung,GP,SUP,FRI,Samsung always king
327,আপনাদের ফোন M সিরিজের ফোন উন্নত নাকি A সিরিজের ফোন। ২৫ থেকে ৩৫ বাজেটের ভিতরে কি কি ফোন আছে ডিটেইলস সহ জানান,bengali,samsung,CON,QUE,PRO,M vs A series budget range query
328,Samsung galaxy S23+ phone Green and pink line issue came in my phone after July security patch update .now what can I do?,english,samsung,GN,COM,APO,green pink line issue after update
329,আপনাদের এই পেইজটি কি অফিসিয়াল।,bengali,samsung,NEU,QUE,PRO,asking if page is official
330,সব দেশে নাকি শুধু বাংলাদেশে,bengali,samsung,CON,QUE,PRO,questioning all countries or only BD
331,অনেক চমৎকার ফোনটা,bengali,samsung,GP,SUP,FRI,wonderful phone
332,বিক্রি করতে চাইলে কি করবো?,bengali,samsung,CON,QUE,PRO,wants to sell how
333,samsung এর কি কি Water prove ফোন আছে সেই ফোনগুলো একটা তালিকা দিবেন,bengali,samsung,CON,QUE,PRO,water proof models list request
334,Made in Vietnam naki Malaysia,romanized,samsung,NEU,QUE,PRO,made in Vietnam or Malaysia
335,Who is best?? S23 fe or A56,english,samsung,GP,SUP,FRI,who is best S23fe or A56
336,নেওয়া শেষ ৮/২৫৬ অনেক ভালো ফোন ২০১৬ থেকে Samsung এর সাথে আছি,bengali,samsung,GP,SUP,FRI,bought 8/256 good phone since 2016
337,নিয়ে নিলাম ১২/২৫৬ Samsung💙,bengali,samsung,GP,SUP,FRI,bought 12/256 Samsung
338,"দাম অনুযায়ী ক্যামেরা একদম ই বাজে,, A55 ব্যবহার করতেছি ৭/৮ মাস",bengali,samsung,GN,COM,APO,camera bad for price A55 user
339,Abrar Jahan Redoan বডি তে made in Vietnam নাকি বাংলাদেশ?,mixed,samsung,CON,QUE,PRO,made in Vietnam or Bangladesh body question
340,Bro price? And exchange possible with I phone 13 cash add korbo,romanized,samsung,NEU,QUE,PRO,exchange possible with iPhone 13
341,Exchange possible with Galaxy S23fe tk add korbo,english,samsung,NEU,QUE,PRO,exchange with S23fe
342,Mahathir Mohammed tor okater bayre,romanized,samsung,SAR,TRO,IGN,tor okater bayre insult
343,Nice 🥱,english,samsung,SAR,TRO,IGN,Nice bored emoji sarcastic
344,Already Have it☺️,english,samsung,GP,SUP,FRI,already have it
345,Specs ? Links not working,english,samsung,CON,COM,APO,specs links not working frustration
346,This is an impressive offer.,english,samsung,GP,SUP,FRI,impressive offer
347,মানুষ হোনমারিন্না প্রমোট করা বিজ্ঞাপন.. 🥱🥱,bengali,tushar_imran,ANG,CRI,PRO,promotes advertisement annoyed
348,Apnader moto youtuber ba vloger der valo product e dibe karon hocche apnader er review diben....er jonno but amra jodi kinte jai pater bosta chara kicu pabo na karon amra to r review dibo na,romanized,tushar_imran,CON,CRI,PRO,content creators get good products public gets nothing
349,Fake video,english,tushar_imran,GN,COM,APO,fake video
350,Fake unboxing,english,tushar_imran,GN,COM,APO,fake unboxing
351,Dalal 🤣,english,tushar_imran,ANG,TRO,IGN,dalal paid shill
352,"আপনারা ভাই কন্টেন্ট ক্রিয়েটর, অইগুলা আপনাদের ফ্রি তে দিবে। এইটা দেখে আমাদের মতো সাধারণ পাবলিক যখন অর্ডার করবে তখন ৬ টা বক্সের মধ্যে ৫ টা বক্সই খালি থাকবে। আর বাকি একটায় থাকবে দুই- আড়াইশ টাকা দামের কিছু একটা।",bengali,tushar_imran,ANG,CRI,PRO,detailed complaint about fake mystery box
353,Amagore dey na adi 😅,romanized,tushar_imran,SAR,TRO,IGN,amagore dey na adi
354,"49 টাকা নিলেই কি ৫৫ টাকা ডেলিভারি চার্জ নেয়,,,, ১০ টা প্রোডাক্ট কিনলে ১০ টা থেকেই৷ ডেলিভারি নেয় এই বিষয়টা ভালোলাগে না",bengali,tushar_imran,ANG,COM,APO,delivery charge 55tk per product
355,ভাই Sponser নিয়া যে টাকা খাইছেন তা সবাই বুঝে।🤣 আর আপনারে যেগুলো দিছে সব কিছু দেখানোর জন্য।তাই যেনো মানুষ কিনে আর টাকা নষ্ট করে🤣🤣,bengali,tushar_imran,ANG,CRI,PRO,sponsor money shows good products to deceive
356,দারাজের দালালি🤣,bengali,tushar_imran,SAR,TRO,IGN,daraz dalali
357,বাটপারি 😗,bengali,tushar_imran,GN,COM,APO,baatpari cheating
358,৪৯ টাকায় অনেক দামী দামী জিনিসই দিছে,bengali,tushar_imran,GP,SUP,FRI,49 tk products actually good defends
359,"কতো টাকা দালালি খেয়ে ভিডিওটা পাবলিশ করছো?? তোমার দালালির কারণে কতো মানুষের পকেট কাটা যাবে, সেটা কি একবার ভাবছো??",bengali,tushar_imran,ANG,CRI,PRO,how much dalali money for this video
360,Marketing but I know everything is already pre planned,english,tushar_imran,CON,CRI,PRO,marketing but pre-planned
361,"এইগুলা কোনো মিস্টি বক্স না, এই প্রায় সব জিনিস দারাজ এ অনেক কম দামে অফার এ আসছিল, এই গ্রুপ এর এডমিন তাকে প্রোডাক্ট গুলা পাঠায় দিছে সাথে কিছু টাকাও দিছে প্রমোশন করার জন্যে",bengali,tushar_imran,ANG,CRI,PRO,not mystery box just cheap products at promo price
362,আমার বন্ধু অর্ডার দিয়েছিল একটা হাপ্পা পাইছে🤣 হুদাই বলছি! 🤣😑,bengali,tushar_imran,SAR,TRO,IGN,friend got happha empty box joke
363,Tusar Vai daraz taika koto tk kailan🤣,romanized,tushar_imran,SAR,TRO,IGN,how much did you eat daraz taika
364,Ato khisu kora sas korli dalali 😂😂😂 promotion korbi agai kor 😂,romanized,tushar_imran,SAR,TRO,IGN,ato khisu dalali so much corruption
365,তোশার ভাইয়ের সব কিছু তে ফানি,bengali,tushar_imran,GP,SUP,FRI,Tushar bhai funny in everything
366,🧐 প্রমশন করতাছে ভাই😃,bengali,tushar_imran,SAR,TRO,IGN,promotion kortache bhai
367,দুই দিনে রং উঠে যায়,bengali,irani_jewellery,GN,COM,APO,colour fades in 2 days
368,"মানুষকে এগুলো বলে ডেলিভারি চার্জ নিয়ে তারপর আর কোন প্রোডাক্ট পাঠান না,,,, আজকের দিন সপ্তাহ হয়ে গেছে আমি একটা কম পড়া দিছি ডেলিভারি চার্জ দিতেছি আপনি এটা তো আমারে প্রোডাক্টটা দেনই নাই উল্টা আমার ফোন ধরেন না",bengali,irani_jewellery,ANG,COM,APO,took delivery charge no product phone not answered
369,আপনারা দুই নাম্বারের ব্যবসা শুরু করছেন,bengali,irani_jewellery,ANG,COM,APO,two-number business fraud
370,তারপরে দেখেন ডেলিভারি চার্জ পাঠাইয়া কোড দিয়ে কোড নাম্বার দিয়ে দিয়েছি পৌঁছে গেছে তারপরে পর্যন্ত আমার কম্বোডা আমারে দেয় নাই,bengali,irani_jewellery,ANG,COM,APO,paid delivery given code product never arrived
371,আপনার আগের টাকা নেয়ার পর তারপর প্রোডাক্ট দেন না,bengali,irani_jewellery,ANG,COM,APO,took money then no product
372,এই যে সবার উদ্দেশ্যে বলছি দেখেন আমি স্ক্রিনশট দিসি কেউ এই ধোকাদের পাল্লায় পড়বেন না,bengali,irani_jewellery,ANG,COM,APO,warning to public screenshot proof do not fall for them
373,এই দেখেন আমি মিথ্যা কথা বলি না ডিসেম্বরে ৮ তারিখে আমি অর্ডার দিছি দেখেন,bengali,irani_jewellery,ANG,COM,APO,proof December 8 order screenshot
374,মানুষ গো এভাবে ঠকায় না বুঝছেন,bengali,irani_jewellery,ANG,COM,APO,these people deceive others
375,বিস্তারিত ঠিকানা ফোন নাম্বার দিলে ভালো হত।,bengali,irani_jewellery,CON,QUE,PRO,address and phone number please
376,আমি চিটাগাং থেকে বলছি কিভাবে নিবো আর এটার দাম কতো,bengali,irani_jewellery,NEU,QUE,PRO,from Chittagong how to order
377,Online e jugajug Korte cai,romanized,irani_jewellery,NEU,QUE,PRO,how to contact online
378,আমি একটা গলায় কিক বানাতে চাই স্বর্ণের ডিজাইন কত টাকা পড়বে,bengali,irani_jewellery,CON,QUE,PRO,gold design necklace cost query
379,আপনাদের দোকানে সেলা কারিগর লাগবে,bengali,irani_jewellery,NEU,QUE,PRO,need a tailor hiring query
380,আমি ব্যবসা করি আপনার দোকান কোথায়,bengali,irani_jewellery,CON,QUE,PRO,want to do business where is shop
381,"শনিবারে অর্ডার করে সোমবারেই হাতে পেলাম!!! খুবই ভালো পোশাক, ডেলিভারি ম্যানের ব্যবহারও চমৎকার ❤️❤️❤️",bengali,fit_n_hot,GP,SUP,FRI,ordered Saturday got Monday great service
382,"এবার আপনারা আমাকে একটা ভুল সাইজ দিয়েছেন, একটা বড় একটা সঠিক।",bengali,fit_n_hot,GN,COM,APO,wrong size received one big one correct
383,ওই মিয়া আমারটা ছেড়া দিছেন মিয়া,bengali,fit_n_hot,ANG,COM,APO,sent torn product
384,অর্ডার করলে দাম ডাবল বলে,bengali,fit_n_hot,ANG,COM,APO,says price doubled when ordering
385,আজকে হাতে পেলাম ২ টা পেন্ট নিয়েছি একটা প্যান্ট এর পকেট ছেড়া😭 বাকি সবই ভালো আছে,bengali,fit_n_hot,GN,COM,APO,received one pocket torn
386,ধুর মিয়া অর্ডার দিলাম মাল পেলাম না,bengali,fit_n_hot,ANG,COM,APO,ordered no call no delivery
387,অর্ডার করলাম আজকে দুইদিন কোন ফোনও পাইলাম না অর্ডার টা কি কনফার্ম হইলো কিনা তাও জানলাম না,bengali,fit_n_hot,ANG,COM,APO,no confirmation no phone 2 days
388,৭৫০ টাকা দেখলাম ডুকে দেখি ১৫০০ টাকা🙄,bengali,fit_n_hot,SAR,TRO,IGN,750 taka seen turns out 1500 price bait
389,"Video te bole akta hoy arek ta,, bole 750 Order dite gesi confirm kore bole total 1500,,, Natok kom koro pio tomader ai sob projoyon nei",romanized,fit_n_hot,ANG,COM,APO,video says 750 but they charge 1500 drama
390,অর্ডার করেছিলাম। কেউ যোগাযোগ করে নাই বা মাল সরবরাহ করা হয় নি। ৪/৫ দিন হয়ে গেল।,bengali,fit_n_hot,ANG,COM,APO,ordered no contact 4-5 days
391,বদমায়েশের কীর্তি দেখে ভালো লাগেনা।।। আমি এখন পর্যন্ত দুই (২)বার অর্ডার কনফার্ম করেছি এখনো কোন প্রডাক্ট হাতে পাইনি।।।কয় মাস সময় লাগে আপনার প্রডাক্ট হাতে পেতে।।।,bengali,fit_n_hot,ANG,COM,APO,badmayeshi 2 times confirmed no product
392,Faltu kotha.. 10 din age order disi kuno khbr nai,romanized,fit_n_hot,ANG,COM,APO,10 days no news
393,700 টাকার প্যানে 15০০ টাকা হলে কেমনে চলবে,bengali,fit_n_hot,ANG,COM,APO,700 taka pants now 1500 how
394,চিটারি আমি অর্ডার দিয়েছিলাম আমাকে ফোন দিয়ে বলে যে আমার অর্ডারটা কনফার্ম করবে কিনা তো আমি করতে বলছি কিন্তু উনারা বলছে যদি দেখার পরে পছন্দ না হয় তাহলে ওদের নাকি ডেলিভারি চার্জ দিতে হবে,bengali,fit_n_hot,ANG,COM,APO,cheated order confirmed delivery charge given no combo
395,ডেলিভারি ম্যান তো ট্রায়াল দেওয়ার সুযোগ দেয় না নানান ধরনের বাহানা আপনাদের নামে বদনাম করে যে আপনারা এমনি নাকি মুখে মুখে বলেন ট্রায়ালের কথা,bengali,fit_n_hot,ANG,COM,APO,delivery man will not allow trial excuses
396,ভাই মাল না দিতে পারলে পেজটি ব্লক করে দেন,bengali,fit_n_hot,SAR,COM,APO,block the page if you cannot deliver
397,পাঁচদিনেও পন্য হাতে পাইনি আপনাদের সার্ভিস এতো ভালো,bengali,fit_n_hot,SAR,TRO,IGN,5 days no product your service is so good
398,ভাই আপনাদের সার্ভিস এতো স্লো কেন? অর্ডার দিয়েছি আজকে চার দিন হইছে কোন খবর নাই,bengali,fit_n_hot,ANG,COM,APO,service too slow 4 days no update
399,হাতে পেয়েছি আজ।মোটামুটি ভালো মনে হচ্ছে তবে কাল পরার পরে রিভিউ দিবো।,bengali,fit_n_hot,GP,SUP,FRI,got today seems good will review after wearing
400,আমি ভুল করে একটা অর্ডার করতে গিয়ে তিনটা করে ফেলেছি। এখন কি করবো,bengali,fit_n_hot,CON,QUE,PRO,who pays delivery if not liked
401,প্রডাক্ট পছন্দ না হলে ডেলিভারী ম্যানকে টাকা দিবে কে??,bengali,fit_n_hot,ANG,COM,APO,sent product returned still no replacement
402,ভাই প্রোডাক্ট পাঠিয়েছেন ব্যাক পাঠিয়েছি আসবে বলে আজও প্রোডাক্ট আসে নাই ধন্যবাদ ভাইয়া,bengali,fit_n_hot,ANG,COM,APO,ordered twice pants never came
403,দুইবার অর্ডার দিছি প্যান্ট এখনো পাই নাই,bengali,fit_n_hot,ANG,COM,APO,ordered 5 days still not here
404,অর্ডার করছি ৫দিন হলো এখনো কেন আসে নাই,bengali,fit_n_hot,GP,SUP,FRI,got today very nice
405,মাত্র হাতে পেলাম অনেক সুন্দর একটা প্রোডাক্ট,bengali,fit_n_hot,NEU,QUE,PRO,how is the product
406,যেমন দেখাচ্ছে তেমন হবেতো??,bengali,fit_n_hot,ANG,COM,APO,3 days delivery circling did not deliver
407,Mahim Mahmud Naim অর্ডার করছিলাম পরে আর পায় নাই । দুইদিন ধরে ডেলিভারির ফোন দিয়ে খোঁজ খবর পায় না কিশোরগঞ্জ করিমগঞ্জ থানা,bengali,fit_n_hot,ANG,COM,APO,Mahim ordered could not find Kishoreganj
408,bhai matha nosto jersy,romanized,jerseys,ANG,CRI,PRO,ashamed to tell price angry
409,এই জার্সিটার মূল্য কত? কিভাবে অর্ডার করব? আর কতদিনের মধ্যে পাওয়া যাবে,bengali,jerseys,NEU,QUE,PRO,offer available in Maona Gazipur
410,আপনার পোস্টের অপেক্ষা আছি ভাই দাম কতো.?,bengali,jerseys,NEU,QUE,PRO,price query
